MODIFIER_PATH	MODIFIER_CD	NAME_CHAR	VALTYPE_CD	STD_UNITS	VISIT_IND
\Events\Adverse Events\Respiratory tract disorders NEC\Aspiration\	MDR:10003504	Aspiration	T		N
\Events\Adverse Events\Bone marrow and immune tissue histopathology procedures\Aspiration bone marrow abnormal\	MDR:10003506	Aspiration bone marrow abnormal	T		N
\Events\Adverse Events\Bone marrow and immune tissue histopathology procedures\Aspiration bone marrow normal\	MDR:10003507	Aspiration bone marrow normal	T		N
\Events\Adverse Events\Musculoskeletal and soft tissue histopathology procedures\Aspiration joint\	MDR:10003517	Aspiration joint	T		N
\Events\Adverse Events\Respiratory tract and thoracic histopathology procedures\Aspiration pleural cavity\	MDR:10003522	Aspiration pleural cavity	T		N
\Events\Adverse Events\Respiratory tract and thoracic histopathology procedures\Aspiration tracheal\	MDR:10003530	Aspiration tracheal	T		N
\Events\Adverse Events\Tremor (excl congenital)\Asterixis\	MDR:10003547	Asterixis	T		N
\Events\Adverse Events\Asthenic conditions\Asthenia\	MDR:10003549	Asthenia	T		N
\Events\Adverse Events\Asthenic conditions\	MDR:10003550	Asthenic conditions	T		N
\Events\Adverse Events\Ocular sensation disorders\Asthenopia\	MDR:10003552	Asthenopia	T		N
\Events\Adverse Events\Allergic conditions NEC\Asthma\	MDR:10003553	Asthma	T		N
\Events\Adverse Events\Bronchospasm and obstruction\Asthma\	MDR:10003553	Asthma	T		N
\Events\Adverse Events\Bronchospasm and obstruction\Asthma exercise induced\	MDR:10003557	Asthma exercise induced	T		N
\Events\Adverse Events\Refractive and accommodative disorders\Astigmatism\	MDR:10003569	Astigmatism	T		N
\Events\Adverse Events\Gait disturbances\Ataxia\	MDR:10003591	Ataxia	T		N
\Events\Adverse Events\Atopic disorders\Atopy\	MDR:10003645	Atopy	T		N
\Events\Adverse Events\Supraventricular arrhythmias\Atrial fibrillation\	MDR:10003658	Atrial fibrillation	T		N
\Events\Adverse Events\Supraventricular arrhythmias\Atrial flutter\	MDR:10003662	Atrial flutter	T		N
\Events\Adverse Events\Myocardial disorders NEC\Atrial septal defect\	MDR:10003664	Atrial septal defect	T		N
\Events\Adverse Events\Cardiac conduction disorders\Atrioventricular block first degree\	MDR:10003674	Atrioventricular block first degree	T		N
\Events\Adverse Events\Trophic disorders\Atrophy\	MDR:10003694	Atrophy	T		N
\Events\Adverse Events\Attention deficit and disruptive behaviour disorders\	MDR:10003730	Attention deficit and disruptive behaviour disorders	T		N
\Events\Adverse Events\Attention deficit and disruptive behaviour disorders\Attention deficit/hyperactivity disorder\	MDR:10003736	Attention deficit/hyperactivity disorder	T		N
\Events\Adverse Events\Auditory function diagnostic procedures\Audiogram abnormal\	MDR:10003761	Audiogram abnormal	T		N
\Events\Adverse Events\Auditory function diagnostic procedures\	MDR:10003784	Auditory function diagnostic procedures	T		N
\Events\Adverse Events\Sensory abnormalities NEC\Aura\	MDR:10003791	Aura	T		N
\Events\Adverse Events\External ear disorders NEC\Auricular swelling\	MDR:10003800	Auricular swelling	T		N
\Events\Adverse Events\Cardiac auscultatory investigations\	MDR:10003801	Cardiac auscultatory investigations	T		N
\Events\Adverse Events\Pervasive developmental disorders NEC\Autism\	MDR:10003805	Autism	T		N
\Events\Adverse Events\Blood autoimmune disorders\	MDR:10003817	Blood autoimmune disorders	T		N
\Events\Adverse Events\Autoimmunity analyses\	MDR:10003828	Autoimmunity analyses	T		N
\Events\Adverse Events\Autonomic nerve therapeutic procedures\	MDR:10003838	Autonomic nerve therapeutic procedures	T		N
\Events\Adverse Events\Autonomic nervous system disorders\	MDR:10003839	Autonomic nervous system disorders	T		N
\Events\Adverse Events\Autonomic nervous system disorders\Autonomic nervous system imbalance\	MDR:10003840	Autonomic nervous system imbalance	T		N
\Events\Adverse Events\Peripheral neuropathies NEC\Axonal neuropathy\	MDR:10003882	Axonal neuropathy	T		N
\Events\Adverse Events\Musculoskeletal and connective tissue signs and symptoms NEC\Back disorder\	MDR:10003983	Back disorder	T		N
\Events\Adverse Events\Site specific injuries NEC\Back injury\	MDR:10003986	Back injury	T		N
\Events\Adverse Events\Musculoskeletal and connective tissue pain and discomfort\Back pain\	MDR:10003988	Back pain	T		N
\Events\Adverse Events\Sepsis, bacteraemia, viraemia and fungaemia NEC\Bacteraemia\	MDR:10003997	Bacteraemia	T		N
\Events\Adverse Events\Bacteria identification and serology (excl mycobacteria)\	MDR:10004000	Bacteria identification and serology (excl mycobacteria)	T		N
\Events\Adverse Events\Gastrointestinal infections, site unspecified\Bacterial diarrhoea\	MDR:10004016	Bacterial diarrhoea	T		N
\Events\Adverse Events\Infectious disorders carrier\Bacterial disease carrier\	MDR:10004017	Bacterial disease carrier	T		N
\Events\Adverse Events\Bacterial infections NEC\	MDR:10004047	Bacterial infections NEC	T		N
\Events\Adverse Events\Bacterial upper respiratory tract infections\	MDR:10004054	Bacterial upper respiratory tract infections	T		N
\Events\Adverse Events\Bacterial infections NEC\Bacteriuria\	MDR:10004056	Bacteriuria	T		N
\Events\Adverse Events\Gastrointestinal and abdominal imaging procedures\Barium double contrast\	MDR:10004111	Barium double contrast	T		N
\Events\Adverse Events\Gastrointestinal and abdominal imaging procedures\Barium enema\	MDR:10004115	Barium enema	T		N
\Events\Adverse Events\Gastrointestinal and abdominal imaging procedures\Barium enema abnormal\	MDR:10004116	Barium enema abnormal	T		N
\Events\Adverse Events\Gastrointestinal and abdominal imaging procedures\Barium enema normal\	MDR:10004117	Barium enema normal	T		N
\Events\Adverse Events\Female reproductive tract infections\Bartholin's abscess\	MDR:10004138	Bartholin's abscess	T		N
\Events\Adverse Events\Vulvovaginal cysts and neoplasms\Bartholin's cyst\	MDR:10004140	Bartholin's cyst	T		N
\Events\Adverse Events\External female genital therapeutic procedures\Bartholin's cyst removal\	MDR:10004141	Bartholin's cyst removal	T		N
\Events\Adverse Events\Vaginal and vulval infections and inflammations\Bartholinitis\	MDR:10004142	Bartholinitis	T		N
\Events\Adverse Events\Skin neoplasms malignant and unspecified (excl melanoma)\Basal cell carcinoma\	MDR:10004146	Basal cell carcinoma	T		N
\Events\Adverse Events\Thyroid hyperfunction disorders\Basedow's disease\	MDR:10004161	Basedow's disease	T		N
\Events\Adverse Events\White blood cell analyses\Basophil count decreased\	MDR:10004167	Basophil count decreased	T		N
\Events\Adverse Events\White blood cell analyses\Basophil count normal\	MDR:10004170	Basophil count normal	T		N
\Events\Adverse Events\Behaviour and socialisation disturbances\	MDR:10004209	Behaviour and socialisation disturbances	T		N
\Events\Adverse Events\Vasculitides NEC\Behcet's syndrome\	MDR:10004213	Behcet's syndrome	T		N
\Events\Adverse Events\Benign and malignant breast neoplasms\Benign breast neoplasm\	MDR:10004243	Benign breast neoplasm	T		N
\Events\Adverse Events\Uterine neoplasms\Benign hydatidiform mole\	MDR:10004272	Benign hydatidiform mole	T		N
\Events\Adverse Events\Increased intracranial pressure disorders\Benign intracranial hypertension\	MDR:10004277	Benign intracranial hypertension	T		N
\Events\Adverse Events\Skin neoplasms benign\Benign neoplasm of skin\	MDR:10004398	Benign neoplasm of skin	T		N
\Events\Adverse Events\Thyroid neoplasms benign\Benign neoplasm of thyroid gland\	MDR:10004412	Benign neoplasm of thyroid gland	T		N
\Events\Adverse Events\Bile duct infections and inflammations\	MDR:10004607	Bile duct infections and inflammations	T		N
\Events\Adverse Events\Obstructive bile duct disorders (excl neoplasms)\Bile duct stone\	MDR:10004637	Bile duct stone	T		N
\Events\Adverse Events\Bile duct infections and inflammations\Biliary colic\	MDR:10004663	Biliary colic	T		N
\Events\Adverse Events\Biliary tract and gallbladder therapeutic procedures\	MDR:10004675	Biliary tract and gallbladder therapeutic procedures	T		N
\Events\Adverse Events\Liver function analyses\Bilirubin conjugated\	MDR:10004684	Bilirubin conjugated	T		N
\Events\Adverse Events\Liver function analyses\Bilirubin conjugated increased\	MDR:10004685	Bilirubin conjugated increased	T		N
\Events\Adverse Events\Liver function analyses\Bilirubin conjugated normal\	MDR:10004686	Bilirubin conjugated normal	T		N
\Events\Adverse Events\Histopathology procedures NEC\Biopsy\	MDR:10004720	Biopsy	T		N
\Events\Adverse Events\Musculoskeletal and soft tissue histopathology procedures\Biopsy bone abnormal\	MDR:10004736	Biopsy bone abnormal	T		N
\Events\Adverse Events\Bone marrow and immune tissue histopathology procedures\Biopsy bone marrow\	MDR:10004737	Biopsy bone marrow	T		N
\Events\Adverse Events\Bone marrow and immune tissue histopathology procedures\Biopsy bone marrow abnormal\	MDR:10004738	Biopsy bone marrow abnormal	T		N
\Events\Adverse Events\Bone marrow and immune tissue histopathology procedures\Biopsy bone marrow normal\	MDR:10004739	Biopsy bone marrow normal	T		N
\Events\Adverse Events\Central nervous system histopathology procedures\Biopsy brain abnormal\	MDR:10004742	Biopsy brain abnormal	T		N
\Events\Adverse Events\Central nervous system histopathology procedures\Biopsy brain normal\	MDR:10004743	Biopsy brain normal	T		N
\Events\Adverse Events\Reproductive organ and breast histopathology procedures\Biopsy cervix abnormal\	MDR:10004754	Biopsy cervix abnormal	T		N
\Events\Adverse Events\Urinary tract histopathology procedures\Biopsy kidney\	MDR:10004782	Biopsy kidney	T		N
\Events\Adverse Events\Gastrointestinal histopathology procedures\Biopsy lip\	MDR:10004788	Biopsy lip	T		N
\Events\Adverse Events\Bone marrow and immune tissue histopathology procedures\Biopsy lymph gland\	MDR:10004797	Biopsy lymph gland	T		N
\Events\Adverse Events\Bone marrow and immune tissue histopathology procedures\Biopsy lymph gland abnormal\	MDR:10004798	Biopsy lymph gland abnormal	T		N
\Events\Adverse Events\Musculoskeletal and soft tissue histopathology procedures\Biopsy muscle\	MDR:10004802	Biopsy muscle	T		N
\Events\Adverse Events\Musculoskeletal and soft tissue histopathology procedures\Biopsy muscle abnormal\	MDR:10004803	Biopsy muscle abnormal	T		N
\Events\Adverse Events\Musculoskeletal and soft tissue histopathology procedures\Biopsy muscle normal\	MDR:10004804	Biopsy muscle normal	T		N
\Events\Adverse Events\Gastrointestinal histopathology procedures\Biopsy oesophagus\	MDR:10004808	Biopsy oesophagus	T		N
\Events\Adverse Events\Histopathology procedures NEC\Biopsy site unspecified abnormal\	MDR:10004871	Biopsy site unspecified abnormal	T		N
\Events\Adverse Events\Histopathology procedures NEC\Biopsy site unspecified normal\	MDR:10004872	Biopsy site unspecified normal	T		N
\Events\Adverse Events\Skin histopathology procedures\Biopsy skin\	MDR:10004873	Biopsy skin	T		N
\Events\Adverse Events\Skin histopathology procedures\Biopsy skin abnormal\	MDR:10004874	Biopsy skin abnormal	T		N
\Events\Adverse Events\Skin histopathology procedures\Biopsy skin normal\	MDR:10004875	Biopsy skin normal	T		N
\Events\Adverse Events\Central nervous system histopathology procedures\Biopsy spinal cord\	MDR:10004876	Biopsy spinal cord	T		N
\Events\Adverse Events\Thyroid histopathology procedures\Biopsy thyroid gland\	MDR:10004888	Biopsy thyroid gland	T		N
\Events\Adverse Events\Reproductive organ and breast histopathology procedures\Biopsy vulva\	MDR:10004903	Biopsy vulva	T		N
\Events\Adverse Events\Reproductive organ and breast histopathology procedures\Biopsy vulva abnormal\	MDR:10004904	Biopsy vulva abnormal	T		N
\Events\Adverse Events\Bipolar disorders\	MDR:10004938	Bipolar disorders	T		N
\Events\Adverse Events\Bipolar disorders\Bipolar I disorder\	MDR:10004939	Bipolar I disorder	T		N
\Events\Adverse Events\Bipolar disorders\Bipolar II disorder\	MDR:10004940	Bipolar II disorder	T		N
\Events\Adverse Events\Non-site specific injuries NEC\Bite\	MDR:10004966	Bite	T		N
\Events\Adverse Events\Bladder and urethral symptoms\	MDR:10004995	Bladder and urethral symptoms	T		N
\Events\Adverse Events\Therapeutic bladder catheterisation\Bladder catheterisation\	MDR:10005028	Bladder catheterisation	T		N
\Events\Adverse Events\Bladder and urethral symptoms\Bladder discomfort\	MDR:10005034	Bladder discomfort	T		N
\Events\Adverse Events\Bladder disorders NEC\	MDR:10005037	Bladder disorders NEC	T		N
\Events\Adverse Events\Bladder infections and inflammations\	MDR:10005049	Bladder infections and inflammations	T		N
\Events\Adverse Events\Lid, lash and lacrimal infections, irritations and inflammations\Blepharitis\	MDR:10005148	Blepharitis	T		N
\Events\Adverse Events\Lid, lash and lacrimal infections, irritations and inflammations\Blepharitis allergic\	MDR:10005149	Blepharitis allergic	T		N
\Events\Adverse Events\Ocular signs and symptoms NEC\Blepharospasm\	MDR:10005159	Blepharospasm	T		N
\Events\Adverse Events\Abortion related conditions and complications\Blighted ovum\	MDR:10005160	Blighted ovum	T		N
\Events\Adverse Events\Neurologic visual problems NEC\Blindness\	MDR:10005169	Blindness	T		N
\Events\Adverse Events\Colour blindness (incl acquired)\	MDR:10005174	Colour blindness (incl acquired)	T		N
\Events\Adverse Events\Neurologic visual problems NEC\Blindness transient\	MDR:10005184	Blindness transient	T		N
\Events\Adverse Events\Neurologic visual problems NEC\Blindness unilateral\	MDR:10005186	Blindness unilateral	T		N
\Events\Adverse Events\Skin injuries NEC\Blister\	MDR:10005191	Blister	T		N
\Events\Adverse Events\Bullous conditions\Blister\	MDR:10005191	Blister	T		N
\Events\Adverse Events\Protein analyses NEC\Blood albumin decreased\	MDR:10005287	Blood albumin decreased	T		N
\Events\Adverse Events\Protein analyses NEC\Blood albumin normal\	MDR:10005289	Blood albumin normal	T		N
\Events\Adverse Events\Adrenal cortex tests\Blood aldosterone normal\	MDR:10005297	Blood aldosterone normal	T		N
\Events\Adverse Events\Tissue enzyme analyses NEC\Blood alkaline phosphatase normal\	MDR:10005310	Blood alkaline phosphatase normal	T		N
\Events\Adverse Events\Digestive enzymes\Blood amylase\	MDR:10005326	Blood amylase	T		N
\Events\Adverse Events\Digestive enzymes\Blood amylase decreased\	MDR:10005327	Blood amylase decreased	T		N
\Events\Adverse Events\Digestive enzymes\Blood amylase increased\	MDR:10005328	Blood amylase increased	T		N
\Events\Adverse Events\Mineral and electrolyte analyses\Blood bicarbonate decreased\	MDR:10005359	Blood bicarbonate decreased	T		N
\Events\Adverse Events\Mineral and electrolyte analyses\Blood bicarbonate normal\	MDR:10005361	Blood bicarbonate normal	T		N
\Events\Adverse Events\Liver function analyses\Blood bilirubin\	MDR:10005362	Blood bilirubin	T		N
\Events\Adverse Events\Liver function analyses\Blood bilirubin increased\	MDR:10005364	Blood bilirubin increased	T		N
\Events\Adverse Events\Liver function analyses\Blood bilirubin normal\	MDR:10005367	Blood bilirubin normal	T		N
\Events\Adverse Events\Skin injuries NEC\Blood blister\	MDR:10005372	Blood blister	T		N
\Events\Adverse Events\Mineral and electrolyte analyses\Blood calcium decreased\	MDR:10005395	Blood calcium decreased	T		N
\Events\Adverse Events\Mineral and electrolyte analyses\Blood calcium increased\	MDR:10005396	Blood calcium increased	T		N
\Events\Adverse Events\Mineral and electrolyte analyses\Blood calcium normal\	MDR:10005397	Blood calcium normal	T		N
\Events\Adverse Events\Mineral and electrolyte analyses\Blood chloride decreased\	MDR:10005419	Blood chloride decreased	T		N
\Events\Adverse Events\Mineral and electrolyte analyses\Blood chloride increased\	MDR:10005420	Blood chloride increased	T		N
\Events\Adverse Events\Mineral and electrolyte analyses\Blood chloride normal\	MDR:10005421	Blood chloride normal	T		N
\Events\Adverse Events\Cholesterol analyses\Blood cholesterol\	MDR:10005422	Blood cholesterol	T		N
\Events\Adverse Events\Cholesterol analyses\Blood cholesterol increased\	MDR:10005425	Blood cholesterol increased	T		N
\Events\Adverse Events\Cholesterol analyses\Blood cholesterol normal\	MDR:10005426	Blood cholesterol normal	T		N
\Events\Adverse Events\Mineral and electrolyte analyses\Blood copper normal\	MDR:10005444	Blood copper normal	T		N
\Events\Adverse Events\Pituitary analyses anterior\Blood corticotrophin increased\	MDR:10005453	Blood corticotrophin increased	T		N
\Events\Adverse Events\Pituitary analyses anterior\Blood corticotrophin normal\	MDR:10005454	Blood corticotrophin normal	T		N
\Events\Adverse Events\Adrenal cortex tests\Blood cortisol\	MDR:10005455	Blood cortisol	T		N
\Events\Adverse Events\Adrenal cortex tests\Blood cortisol decreased\	MDR:10005457	Blood cortisol decreased	T		N
\Events\Adverse Events\Adrenal cortex tests\Blood cortisol normal\	MDR:10005459	Blood cortisol normal	T		N
\Events\Adverse Events\Blood counts NEC\	MDR:10005460	Blood counts NEC	T		N
\Events\Adverse Events\Renal function analyses\Blood creatine\	MDR:10005461	Blood creatine	T		N
\Events\Adverse Events\Skeletal and cardiac muscle analyses\Blood creatine phosphokinase\	MDR:10005467	Blood creatine phosphokinase	T		N
\Events\Adverse Events\Skeletal and cardiac muscle analyses\Blood creatine phosphokinase increased\	MDR:10005470	Blood creatine phosphokinase increased	T		N
\Events\Adverse Events\Skeletal and cardiac muscle analyses\Blood creatine phosphokinase MB\	MDR:10005471	Blood creatine phosphokinase MB	T		N
\Events\Adverse Events\Skeletal and cardiac muscle analyses\Blood creatine phosphokinase MB increased\	MDR:10005474	Blood creatine phosphokinase MB increased	T		N
\Events\Adverse Events\Skeletal and cardiac muscle analyses\Blood creatine phosphokinase MB normal\	MDR:10005475	Blood creatine phosphokinase MB normal	T		N
\Events\Adverse Events\Skeletal and cardiac muscle analyses\Blood creatine phosphokinase normal\	MDR:10005479	Blood creatine phosphokinase normal	T		N
\Events\Adverse Events\Renal function analyses\Blood creatinine\	MDR:10005480	Blood creatinine	T		N
\Events\Adverse Events\Renal function analyses\Blood creatinine decreased\	MDR:10005482	Blood creatinine decreased	T		N
